Date,Subways: Total Estimated Ridership,Subways: % of Comparable Pre-Pandemic Day,Buses: Total Estimated Ridership,Buses: % of Comparable Pre-Pandemic Day,LIRR: Total Estimated Ridership,LIRR: % of 2019 Monthly Weekday/Saturday/Sunday Average,Metro-North: Total Estimated Ridership,Metro-North: % of 2019 Monthly Weekday/Saturday/Sunday Average,Access-A-Ride: Total Scheduled Trips,Access-A-Ride: % of Comparable Pre-Pandemic Day,Bridges and Tunnels: Total Traffic,Bridges and Tunnels: % of Comparable Pre-Pandemic Day
02/15/2023,3763991,0.69,1378359,0.64,197344,0.65,181992,0.68,29119,0.99,904926,1.02
02/14/2023,3818310,0.7,1443405,0.67,200327,0.66,179811,0.67,29001,0.99,897813,1.02
02/13/2023,3308390,0.61,1365732,0.63,180002,0.59,159742,0.59,25900,0.88,854394,0.97
02/12/2023,1745803,0.8,656782,0.67,67457,0.86,63383,0.69,16305,0.97,749533,0.99
02/11/2023,2333226,0.81,862688,0.68,94434,1.01,88281,0.67,16638,1.02,865505,1.04
02/10/2023,3544255,0.65,1414393,0.66,179637,0.59,154760,0.57,28094,0.95,947991,1.07
02/09/2023,3762054,0.69,1458305,0.68,193326,0.64,172508,0.64,28515,0.97,909007,1.03
02/08/2023,3788204,0.7,1509779,0.7,197370,0.65,180852,0.67,29653,1.01,884755,1
02/07/2023,3746189,0.69,1489628,0.69,201438,0.67,183389,0.68,28688,0.97,867827,0.98
02/06/2023,3379513,0.62,1431232,0.67,181320,0.6,157813,0.59,26639,0.91,849008,0.96
02/05/2023,1626897,0.74,650623,0.67,69379,0.89,62640,0.69,15413,0.91,758529,1.01
02/04/2023,1743990,0.61,598818,0.47,69433,0.74,64032,0.49,13439,0.83,737000,0.89
02/03/2023,3195369,0.59,1246821,0.58,158579,0.52,135908,0.5,26238,0.89,887417,1
02/02/2023,3707389,0.68,1478477,0.69,187799,0.62,169864,0.63,27917,0.95,894790,1.01
02/01/2023,3690346,0.68,1460146,0.68,184043,0.61,169846,0.63,28492,0.97,868518,0.98
01/31/2023,3661997,0.71,1365926,0.67,198755,0.66,183485,0.68,27308,0.97,852930,0.98
01/30/2023,3230154,0.63,1371537,0.67,180476,0.6,159176,0.59,25676,0.91,850406,0.98
01/29/2023,1639092,0.78,647923,0.71,73109,0.88,65422,0.72,15371,1.14,764625,1.12
01/28/2023,2250440,0.83,861680,0.72,98609,1.01,89845,0.69,15577,1.07,841863,1.1
01/27/2023,3341423,0.65,1341589,0.66,178881,0.59,149763,0.56,26826,0.95,920095,1.06
01/26/2023,3636122,0.7,1408545,0.69,190219,0.63,173696,0.65,27061,0.96,890830,1.03
01/25/2023,3518008,0.68,1342717,0.66,188247,0.62,171748,0.64,26738,0.95,815210,0.94
01/24/2023,3574091,0.69,1410676,0.69,196319,0.65,182127,0.68,27701,0.98,863886,0.99
01/23/2023,3141424,0.61,1281037,0.63,172927,0.57,155439,0.58,25087,0.89,809261,0.93
01/22/2023,1594865,0.76,611151,0.67,64883,0.78,61728,0.68,14721,1.09,744230,1.09
01/21/2023,2139227,0.79,823236,0.69,88435,0.91,84763,0.65,15580,1.07,826850,1.08
01/20/2023,3382079,0.66,1383181,0.68,173943,0.58,150003,0.56,26548,0.94,915022,1.05
01/19/2023,3499151,0.68,1327804,0.65,179752,0.59,170122,0.63,26737,0.95,862336,0.99
01/18/2023,3610832,0.7,1449590,0.71,198264,0.66,182209,0.68,29223,1.03,877542,1.01
01/17/2023,3459096,0.67,1399573,0.68,193345,0.64,183675,0.68,27214,0.96,870650,1
01/16/2023,2175358,1.04,884152,0.96,82416,1,75892,0.84,14617,0.52,812347,1.19
01/15/2023,1707314,0.82,621041,0.68,72479,0.88,70493,0.78,15198,1.13,757778,1.11
01/14/2023,2074446,0.76,785952,0.66,84718,0.87,83565,0.64,15407,1.06,817979,1.07
01/13/2023,3276062,0.63,1345748,0.66,167475,0.55,147885,0.55,26085,0.92,922864,1.06
01/12/2023,3479859,0.67,1364715,0.67,188850,0.62,168701,0.63,27119,0.96,881579,1.01
01/11/2023,3516128,0.68,1421914,0.69,188904,0.63,174350,0.65,27991,0.99,864282,0.99
01/10/2023,3476591,0.67,1412543,0.69,196817,0.65,179531,0.67,27309,0.97,859974,0.99
01/09/2023,3152372,0.61,1353638,0.66,173594,0.57,157335,0.58,24923,0.88,829372,0.95
01/08/2023,1612293,0.77,628612,0.68,68647,0.83,64894,0.72,15157,1.12,739656,1.08
01/07/2023,2118435,0.78,806981,0.67,87215,0.9,85244,0.66,14828,1.02,808570,1.06
01/06/2023,3235908,0.63,1319595,0.64,161259,0.53,142525,0.53,25824,0.91,873654,1.01
01/05/2023,3435562,0.67,1378698,0.67,175278,0.58,166642,0.62,26808,0.95,859218,0.99
01/04/2023,3420334,0.66,1391449,0.68,182834,0.61,170847,0.63,26848,0.95,839120,0.97
01/03/2023,3182630,0.62,1268913,0.62,179109,0.59,167136,0.62,24868,0.88,815532,0.94
01/02/2023,1940825,0.93,739507,0.81,76247,0.92,72404,0.8,10136,0.36,692984,1.02
01/01/2023,1677278,0.8,475226,0.52,67722,0.82,66309,0.73,11476,0.85,737533,1.08
12/31/2022,1928948,0.58,651474,0.51,81590,0.64,81198,0.52,14090,0.82,686434,0.78
12/30/2022,3068818,0.57,1087122,0.54,193989,0.61,176215,0.63,22951,0.79,926881,1.05
12/29/2022,3045029,0.57,1099513,0.55,189075,0.6,167129,0.6,23200,0.8,916565,1.03
12/28/2022,2952435,0.55,1088279,0.54,182226,0.58,163499,0.59,23571,0.81,891790,1.01
12/27/2022,2734742,0.51,1027687,0.51,178880,0.57,156503,0.56,21363,0.73,881989,1
12/26/2022,1815056,0.71,644828,0.66,87401,0.82,89137,0.83,9327,0.32,764686,0.96
12/25/2022,1009457,0.4,321245,0.33,51896,0.49,47454,0.44,13709,0.77,730783,0.92
12/24/2022,1412773,0.42,497129,0.39,61701,0.48,60373,0.38,12759,0.74,746316,0.84
12/23/2022,2742539,0.51,1057686,0.53,163716,0.52,138857,0.5,20359,0.7,812831,0.92
12/22/2022,3192811,0.6,1269330,0.63,177675,0.56,147366,0.53,25244,0.87,936662,1.06
12/21/2022,3570229,0.67,1393290,0.7,191684,0.61,168379,0.6,28480,0.98,953676,1.08
12/20/2022,3593130,0.67,1398728,0.7,191991,0.61,173346,0.62,27148,0.93,923333,1.04
12/19/2022,3388002,0.63,1352455,0.68,178278,0.56,159383,0.57,25529,0.88,886717,1
12/18/2022,1968686,0.77,668994,0.68,87146,0.82,87425,0.81,16036,0.9,842911,1.06
12/17/2022,2579842,0.78,884283,0.7,114272,0.89,123286,0.78,16788,0.97,933667,1.06
12/16/2022,3275839,0.61,1221634,0.61,170615,0.54,151244,0.54,24074,0.83,917332,1.04
12/15/2022,3733155,0.7,1363160,0.68,191261,0.61,173709,0.62,27034,0.93,931870,1.05
12/14/2022,3784573,0.71,1435020,0.72,196921,0.62,183484,0.66,29081,1,940858,1.06
12/13/2022,3771138,0.7,1437228,0.72,197613,0.63,183214,0.66,28234,0.97,908198,1.03
12/12/2022,3473816,0.65,1384864,0.69,182973,0.58,163516,0.59,25771,0.88,876300,0.99
12/11/2022,1866682,0.73,618870,0.63,77607,0.73,74273,0.69,14949,0.84,777867,0.98
12/10/2022,2665366,0.8,869320,0.69,112142,0.88,119858,0.76,16232,0.94,900034,1.02
12/09/2022,3717307,0.69,1386473,0.69,185104,0.59,165147,0.59,26213,0.9,964167,1.09
12/08/2022,3939040,0.74,1480877,0.74,192958,0.61,182314,0.65,28292,0.97,948091,1.07
12/07/2022,3842859,0.72,1442871,0.72,194436,0.62,178345,0.64,27941,0.96,899007,1.01
12/06/2022,3760746,0.7,1414979,0.71,195892,0.62,178862,0.64,27305,0.94,878388,0.99
12/05/2022,3488653,0.65,1429308,0.71,183238,0.58,164873,0.59,26409,0.91,873767,0.99
12/04/2022,1991745,0.78,681713,0.7,81381,0.76,80173,0.75,15763,0.88,804122,1.01
12/03/2022,2293154,0.69,760109,0.6,87730,0.68,89976,0.57,15540,0.9,815868,0.92
12/02/2022,3607080,0.67,1395642,0.7,172860,0.55,152746,0.55,27007,0.93,933219,1.05
12/01/2022,3778033,0.71,1459934,0.73,181825,0.58,166856,0.6,27018,0.93,931376,1.05
11/30/2022,3575617,0.63,1356729,0.62,189152,0.58,177367,0.62,26469,0.85,857882,0.91
11/29/2022,3604404,0.64,1455294,0.66,192494,0.59,181370,0.63,27009,0.87,891057,0.94
11/28/2022,3273091,0.58,1397963,0.64,186710,0.57,163694,0.57,24969,0.8,904337,0.96
11/27/2022,1477636,0.59,562073,0.56,79973,0.85,76680,0.74,13063,0.69,814703,0.99
11/26/2022,2001894,0.63,781665,0.59,105304,0.91,106685,0.71,12576,0.74,852829,0.94
11/25/2022,2062019,0.82,842892,0.85,163354,1.73,148368,1.43,12834,0.41,766290,0.93
11/24/2022,1384272,0.55,515903,0.52,90771,0.96,90057,0.86,18369,0.59,859064,1.04
11/23/2022,3270860,0.58,1358016,0.62,210438,0.64,184135,0.64,25032,0.8,983719,1.04
11/22/2022,3556344,0.63,1447618,0.66,200264,0.61,183771,0.64,27957,0.9,982740,1.04
11/21/2022,3370643,0.6,1393031,0.64,185570,0.57,166517,0.58,25766,0.83,896487,0.95
11/20/2022,1722266,0.68,645986,0.65,74524,0.79,74870,0.72,15556,0.83,830876,1.01
11/19/2022,2325079,0.74,864766,0.66,97654,0.85,101076,0.67,16076,0.95,929687,1.02
11/18/2022,3545748,0.63,1412974,0.65,183576,0.56,161777,0.57,27236,0.87,981421,1.04
11/17/2022,3805448,0.67,1493119,0.68,193797,0.59,178147,0.62,28778,0.92,962670,1.02
11/16/2022,3759362,0.66,1484607,0.68,194893,0.59,179233,0.63,28574,0.92,912685,0.97
11/15/2022,3721403,0.66,1483782,0.68,196179,0.6,182790,0.64,28155,0.9,903257,0.96
11/14/2022,3408210,0.6,1441705,0.66,181582,0.55,165573,0.58,25728,0.82,889804,0.94
11/13/2022,1795682,0.71,662034,0.66,76869,0.81,76460,0.73,15544,0.83,859975,1.04
11/12/2022,2433681,0.77,893837,0.68,94911,0.82,106101,0.7,15153,0.89,889070,0.98
11/11/2022,2999266,1.19,1077574,1.08,172756,1.83,154511,1.48,20634,0.66,870209,1.06
11/10/2022,3809979,0.67,1516812,0.69,203722,0.62,180584,0.63,28385,0.91,976695,1.04
11/09/2022,3779752,0.67,1517250,0.69,199030,0.61,180581,0.63,28589,0.92,921392,0.98
11/08/2022,3438163,0.61,1356894,0.62,201028,0.61,183142,0.64,25939,0.83,888462,0.94
11/07/2022,3464233,0.61,1478731,0.68,190295,0.58,168401,0.59,26193,0.84,901997,0.96
11/06/2022,2119185,0.84,648085,0.65,92648,0.98,94517,0.91,13926,0.74,779295,0.95
11/05/2022,2452571,0.78,918127,0.7,96845,0.84,110793,0.73,16790,0.99,940206,1.03
11/04/2022,3593171,0.64,1459619,0.67,180084,0.55,161378,0.56,27340,0.88,975347,1.03
11/03/2022,3810131,0.67,1521975,0.7,197940,0.6,178498,0.62,28364,0.91,941513,1
11/02/2022,3795911,0.67,1549724,0.71,198277,0.6,181158,0.63,28493,0.91,918835,0.97
11/01/2022,3714463,0.66,1501329,0.69,196102,0.6,178425,0.62,26993,0.86,911552,0.97
10/31/2022,3417651,0.59,1394453,0.62,177547,0.56,157055,0.54,24178,0.81,862337,0.93
10/30/2022,1875958,0.76,711004,0.71,69358,0.76,80576,0.77,15324,0.83,903170,1.07
10/29/2022,2440643,0.73,912721,0.66,86888,0.77,102975,0.68,15778,0.89,949043,1
10/28/2022,3631395,0.63,1455834,0.65,179633,0.57,159109,0.55,26237,0.88,992291,1.07
10/27/2022,3900833,0.68,1543031,0.68,196789,0.63,179032,0.62,28035,0.94,971657,1.05
10/26/2022,3802512,0.66,1539557,0.68,201843,0.64,181254,0.62,27891,0.94,932571,1
10/25/2022,3720446,0.65,1512725,0.67,200671,0.64,183507,0.63,27080,0.91,903935,0.97
10/24/2022,3364769,0.58,1432728,0.64,182390,0.58,161772,0.56,24643,0.83,887372,0.96
10/23/2022,1740539,0.71,668183,0.67,76024,0.83,83665,0.8,14434,0.79,872119,1.03
10/22/2022,2430496,0.73,916539,0.66,97921,0.86,122863,0.81,15832,0.9,970862,1.03
10/21/2022,3577182,0.62,1452280,0.64,185797,0.59,166539,0.57,26385,0.89,997993,1.08
10/20/2022,3818685,0.66,1532692,0.68,201886,0.64,180234,0.62,27649,0.93,970479,1.05
10/19/2022,3822338,0.66,1545140,0.69,202921,0.65,185202,0.64,28002,0.94,916246,0.99
10/18/2022,3701544,0.64,1510826,0.67,199026,0.63,191540,0.66,26135,0.88,894481,0.96
10/17/2022,3321449,0.58,1430672,0.63,182855,0.58,170716,0.59,24045,0.81,860596,0.93
10/16/2022,1775288,0.72,705073,0.7,80395,0.88,85438,0.81,15338,0.84,898969,1.06
10/15/2022,2365398,0.71,914771,0.66,100804,0.89,108230,0.71,15945,0.9,964859,1.02
10/14/2022,3585649,0.62,1468602,0.65,186594,0.59,170188,0.59,26877,0.9,1000719,1.08
10/13/2022,3690392,0.64,1463795,0.65,195360,0.62,173174,0.6,26422,0.89,935038,1.01
10/12/2022,3783949,0.66,1554226,0.69,203866,0.65,185488,0.64,28193,0.95,945786,1.02
10/11/2022,3657246,0.63,1521587,0.68,203885,0.65,192887,0.66,26435,0.89,899509,0.97
10/10/2022,2560942,0.44,1034288,0.46,163310,0.52,152488,0.52,17806,0.6,845129,0.91
10/09/2022,1919921,0.78,691656,0.69,97984,1.08,88783,0.84,14776,0.8,911141,1.08
10/08/2022,2399224,0.72,888506,0.64,114687,1.01,110122,0.72,15448,0.87,965140,1.02
10/07/2022,3597945,0.62,1480214,0.66,204261,0.65,166955,0.57,26725,0.9,1018633,1.1
10/06/2022,3856816,0.67,1554806,0.69,203783,0.65,182247,0.63,28527,0.96,981805,1.06
10/05/2022,3083358,0.53,1206674,0.54,176091,0.56,158117,0.54,24305,0.82,816200,0.88
10/04/2022,3404514,0.59,1354099,0.6,181887,0.58,166868,0.57,25282,0.85,833631,0.9
10/03/2022,3376872,0.59,1426633,0.63,173268,0.55,153913,0.53,25390,0.85,880633,0.95
10/02/2022,1623153,0.66,591909,0.59,61918,0.68,68450,0.65,13897,0.76,793492,0.94
10/01/2022,2034838,0.61,758826,0.55,72081,0.64,80394,0.53,13718,0.78,820869,0.87
09/30/2022,3509862,0.61,1477082,0.64,181549,0.55,164028,0.57,26614,0.9,997765,1.05
09/29/2022,3715489,0.64,1503472,0.65,194288,0.59,173138,0.6,26857,0.9,960265,1.01
09/28/2022,3720257,0.64,1541900,0.66,201525,0.62,179234,0.62,27423,0.92,930967,0.98
09/27/2022,3210858,0.55,1290217,0.56,192275,0.59,176941,0.61,24344,0.82,886658,0.93
09/26/2022,2818701,0.49,1206954,0.52,177235,0.54,153930,0.53,21532,0.73,868980,0.91
09/25/2022,1761414,0.69,660871,0.6,81212,0.82,87366,0.83,14770,0.86,861534,0.97
09/24/2022,2379066,0.74,860948,0.61,98192,0.83,115822,0.76,15593,0.91,944900,0.99
09/23/2022,3633384,0.63,1413234,0.61,190670,0.58,168866,0.59,25738,0.87,981726,1.03
09/22/2022,3740802,0.65,1433737,0.62,190703,0.58,174952,0.61,26136,0.88,938754,0.99
09/21/2022,3886894,0.67,1543632,0.66,204572,0.62,188361,0.65,27479,0.93,946181,0.99
09/20/2022,3774986,0.65,1554448,0.67,203873,0.62,188771,0.65,26148,0.88,930442,0.98
09/19/2022,3377154,0.58,1490926,0.64,187831,0.57,164392,0.57,24491,0.82,909943,0.96
09/18/2022,1846261,0.72,712161,0.65,86329,0.87,79158,0.75,15588,0.91,935291,1.06
09/17/2022,2353581,0.73,916215,0.65,99403,0.84,101734,0.67,15828,0.92,971118,1.02
09/16/2022,3509155,0.61,1501956,0.65,184424,0.56,155750,0.54,26025,0.88,1015255,1.07
09/15/2022,3755456,0.65,1573907,0.68,197284,0.6,175672,0.61,27391,0.92,981703,1.03
09/14/2022,3749718,0.65,1590666,0.68,202713,0.62,181619,0.63,28124,0.95,954907,1
09/13/2022,3625906,0.63,1557686,0.67,200171,0.61,180183,0.62,26317,0.89,921108,0.97
09/12/2022,3389013,0.59,1519324,0.65,187548,0.57,163430,0.57,24947,0.84,925590,0.97
09/11/2022,1738526,0.68,659929,0.6,82638,0.83,72789,0.69,14467,0.84,862493,0.97
09/10/2022,2358813,0.73,914744,0.65,103789,0.88,98043,0.64,15345,0.9,982329,1.03
09/09/2022,3488188,0.6,1492297,0.64,189930,0.58,161197,0.56,25627,0.86,1009058,1.06
09/08/2022,3651592,0.63,1517502,0.65,199489,0.61,178788,0.62,27121,0.91,966189,1.01
09/07/2022,3451254,0.6,1412342,0.61,203983,0.62,179628,0.62,26773,0.9,939358,0.99
09/06/2022,3069519,0.53,1231759,0.53,190260,0.58,164255,0.57,24963,0.84,892569,0.94
09/05/2022,1693864,0.66,682671,0.62,93198,0.94,74585,0.71,9722,0.33,801463,0.91
09/04/2022,1804243,0.71,701646,0.64,97728,0.98,77386,0.74,15428,0.9,901892,1.02
09/03/2022,2119266,0.66,867750,0.62,116405,0.98,94997,0.62,15863,0.93,924383,0.97
09/02/2022,2930613,0.51,1250956,0.54,185153,0.57,138009,0.48,24696,0.83,1006354,1.06
09/01/2022,3120856,0.54,1338287,0.58,186311,0.57,140082,0.49,25382,0.85,997846,1.05
08/31/2022,3150288,0.61,1342568,0.67,197154,0.63,149499,0.55,25541,0.91,972327,1
08/30/2022,3098101,0.6,1326293,0.66,195986,0.63,152025,0.56,24300,0.87,934163,0.96
08/29/2022,2842079,0.55,1263000,0.63,180588,0.58,140540,0.52,22503,0.81,927114,0.95
08/28/2022,1653505,0.69,681823,0.62,86867,0.83,76296,0.73,14506,0.81,940460,1.02
08/27/2022,2068756,0.7,874084,0.64,103192,0.77,90006,0.59,15575,0.94,977708,1.02
08/26/2022,2868622,0.56,1217448,0.6,171765,0.55,133306,0.49,23417,0.84,967932,1
08/25/2022,3097023,0.6,1310134,0.65,177178,0.57,142659,0.52,24964,0.89,981024,1.01
08/24/2022,3026746,0.59,1288092,0.64,177790,0.57,151169,0.55,25654,0.92,946975,0.97
08/23/2022,2998518,0.58,1261782,0.63,173898,0.56,155953,0.57,24448,0.88,921483,0.95
08/22/2022,2628070,0.51,1144254,0.57,160918,0.51,141482,0.52,21887,0.78,884589,0.91
08/21/2022,1620694,0.68,692309,0.63,84669,0.81,81666,0.79,14617,0.81,918196,1
08/20/2022,2040321,0.69,875371,0.64,96552,0.72,97718,0.64,15903,0.96,952947,0.99
08/19/2022,2923869,0.57,1239929,0.61,164682,0.53,141791,0.52,24141,0.86,995590,1.02
08/18/2022,3083762,0.6,1283965,0.64,181136,0.58,150643,0.55,25701,0.92,982598,1.01
08/17/2022,3080107,0.6,1284966,0.64,172248,0.55,155815,0.57,25904,0.93,935484,0.96
08/16/2022,3052120,0.59,1288800,0.64,173651,0.56,157888,0.58,24994,0.89,919835,0.95
08/15/2022,2773742,0.54,1234308,0.61,161519,0.52,144170,0.53,23199,0.83,921408,0.95
08/14/2022,1679142,0.7,692644,0.63,88242,0.85,72900,0.7,14492,0.81,931953,1.01
08/13/2022,2090849,0.71,878499,0.64,103227,0.77,89569,0.59,15889,0.96,953867,1
08/12/2022,2969335,0.58,1273620,0.63,175220,0.56,137578,0.5,24849,0.89,996504,1.03
08/11/2022,3099390,0.6,1315101,0.65,171390,0.55,146019,0.54,25553,0.91,966856,0.99
08/10/2022,3140551,0.61,1347916,0.67,178656,0.57,147931,0.54,26098,0.93,948711,0.98
08/09/2022,3019719,0.59,1308034,0.65,173284,0.55,151624,0.56,25056,0.9,922400,0.95
08/08/2022,2710924,0.53,1276524,0.63,165363,0.53,137457,0.5,22965,0.82,926426,0.95
08/07/2022,1542464,0.65,670866,0.61,78449,0.75,66242,0.64,14367,0.8,882525,0.96
08/06/2022,1999613,0.68,865676,0.63,95704,0.72,84495,0.56,14893,0.9,944842,0.99
08/05/2022,2826909,0.55,1260961,0.62,161323,0.52,129376,0.47,23824,0.85,976443,1
08/04/2022,3054485,0.59,1323229,0.66,174491,0.56,147770,0.54,25326,0.91,976459,1
08/03/2022,3130208,0.61,1367848,0.68,173751,0.56,158305,0.58,26785,0.96,947338,0.97
08/02/2022,3076553,0.6,1346324,0.67,173023,0.55,158236,0.58,24865,0.89,919127,0.95
08/01/2022,2744935,0.53,1240007,0.61,151752,0.49,138431,0.51,22892,0.82,904119,0.93
07/31/2022,1649100,0.7,693700,0.63,77991,0.74,78953,0.74,14046,0.85,929822,1.05
07/30/2022,2074477,0.73,893846,0.66,89426,0.7,96840,0.63,15068,0.95,954809,1.03
07/29/2022,2938378,0.56,1260714,0.61,166723,0.53,147568,0.52,23697,0.84,979719,1.02
07/28/2022,3158334,0.6,1332113,0.64,173264,0.55,156936,0.55,24413,0.86,974290,1.01
07/27/2022,3239463,0.61,1369023,0.66,185332,0.59,161241,0.57,25759,0.91,957557,1
07/26/2022,3181480,0.6,1360570,0.66,186182,0.59,162994,0.58,24990,0.88,942025,0.98
07/25/2022,2733414,0.52,1220826,0.59,163454,0.52,140432,0.5,22355,0.79,893016,0.93
07/24/2022,1596201,0.68,674189,0.61,82656,0.79,68265,0.64,12751,0.77,908767,1.03
07/23/2022,2028728,0.72,862976,0.64,99341,0.78,86245,0.56,14503,0.91,945847,1.02
07/22/2022,2948074,0.56,1267907,0.61,174861,0.55,138068,0.49,23926,0.84,993037,1.03
07/21/2022,3115263,0.59,1302978,0.63,173070,0.55,150414,0.53,24308,0.86,954280,0.99
07/20/2022,3197109,0.6,1357383,0.66,180707,0.57,156988,0.55,25590,0.9,945289,0.98
07/19/2022,3175609,0.6,1372407,0.66,180693,0.57,160294,0.57,24933,0.88,932398,0.97
07/18/2022,2725555,0.51,1209240,0.58,162178,0.51,132779,0.47,22670,0.8,877737,0.91
07/17/2022,1674929,0.71,701796,0.64,82028,0.78,80166,0.76,13868,0.84,900361,1.02
07/16/2022,2093270,0.74,859537,0.64,101758,0.8,98156,0.64,15226,0.96,939649,1.02
07/15/2022,3027178,0.57,1291217,0.62,171615,0.54,148858,0.53,24177,0.85,994183,1.03
07/14/2022,3209517,0.61,1355975,0.65,174794,0.55,159599,0.56,25312,0.89,977841,1.02
07/13/2022,3235923,0.61,1365172,0.66,178413,0.56,166187,0.59,25800,0.91,944299,0.98
07/12/2022,3155100,0.6,1350346,0.65,180172,0.57,164494,0.58,24697,0.87,913137,0.95
07/11/2022,2882750,0.54,1312895,0.63,167475,0.53,148113,0.52,23255,0.82,913992,0.95
07/10/2022,1683057,0.72,707984,0.65,82276,0.79,71195,0.67,14147,0.86,921110,1.04
07/09/2022,2063982,0.73,885289,0.66,92765,0.73,89757,0.58,14546,0.92,917802,0.99
07/08/2022,2907947,0.55,1249434,0.6,163715,0.52,134620,0.48,24108,0.85,949529,0.99
07/07/2022,3122067,0.59,1333373,0.64,173393,0.55,151105,0.53,25119,0.89,946553,0.98
07/06/2022,3072910,0.58,1330990,0.64,173648,0.55,153543,0.54,25372,0.89,917894,0.95
07/05/2022,2808749,0.53,1246208,0.6,169990,0.54,150170,0.53,22800,0.8,925869,0.96
07/04/2022,1610232,0.69,689986,0.63,85709,0.82,72464,0.68,10976,0.39,772949,0.87
07/03/2022,1656683,0.71,703282,0.64,86602,0.83,73949,0.7,14822,0.9,845877,0.96
07/02/2022,1849135,0.65,827668,0.61,84481,0.66,75179,0.49,12878,0.81,823425,0.89
07/01/2022,2832840,0.54,1221837,0.59,151245,0.48,117791,0.42,23983,0.85,998259,1.04
06/30/2022,3157979,0.56,1300241,0.6,191868,0.58,158265,0.54,24651,0.84,1011864,1.03
06/29/2022,3256053,0.58,1325530,0.62,191855,0.58,169146,0.57,25392,0.87,977984,0.99
06/28/2022,3255241,0.58,1328144,0.62,199956,0.6,174878,0.59,24179,0.83,960666,0.98
06/27/2022,2938858,0.52,1279403,0.6,171627,0.52,149284,0.5,22331,0.76,928436,0.94
06/26/2022,2012595,0.77,696910,0.64,102452,1.04,99103,0.91,14574,0.81,962670,1.04
06/25/2022,2287013,0.71,888953,0.63,106000,0.86,102466,0.65,15274,0.88,994834,1.01
06/24/2022,3302478,0.59,1331442,0.62,187818,0.56,161647,0.55,24414,0.83,1035312,1.05
06/23/2022,3414201,0.61,1382605,0.64,188546,0.57,169144,0.57,25286,0.86,1004103,1.02
06/22/2022,3364023,0.6,1361456,0.63,178850,0.54,164196,0.56,25774,0.88,937068,0.95
06/21/2022,3346976,0.59,1408052,0.66,190339,0.57,172400,0.58,25299,0.86,951906,0.97
06/20/2022,2464668,0.94,1077190,0.99,167670,1.7,138080,1.27,15440,0.53,942148,1.02
06/19/2022,1727665,0.66,693231,0.64,90581,0.92,80654,0.74,15622,0.86,946443,1.02
06/18/2022,2189248,0.68,884050,0.63,106091,0.86,94130,0.59,15136,0.87,987511,1
06/17/2022,3253415,0.58,1397243,0.65,187179,0.56,148590,0.5,24338,0.83,1036376,1.05
06/16/2022,3416344,0.61,1397317,0.65,190212,0.57,162513,0.55,25856,0.88,993952,1.01
06/15/2022,3533955,0.63,1478668,0.69,192593,0.58,169462,0.57,26904,0.92,965644,0.98
06/14/2022,3502098,0.62,1493761,0.69,191198,0.57,174340,0.59,25372,0.87,954427,0.97
06/13/2022,3175289,0.56,1440429,0.67,174264,0.52,150375,0.51,23697,0.81,943626,0.96
06/12/2022,1675816,0.64,626471,0.58,80792,0.82,74580,0.68,13440,0.74,883990,0.96
06/11/2022,2233286,0.69,870550,0.62,117891,0.96,95108,0.6,14776,0.85,961805,0.98
06/10/2022,3382429,0.6,1435660,0.67,187819,0.56,159223,0.54,25437,0.87,1028117,1.05
06/09/2022,3303587,0.59,1333103,0.62,179521,0.54,157460,0.53,25135,0.86,975009,0.99
06/08/2022,3499919,0.62,1496144,0.7,181126,0.54,162417,0.55,26058,0.89,958676,0.97
06/07/2022,3399393,0.6,1440940,0.67,185736,0.56,163756,0.55,25256,0.86,940766,0.96
06/06/2022,3098733,0.55,1411725,0.66,167062,0.5,148152,0.5,22794,0.78,892799,0.91
06/05/2022,1726344,0.66,691644,0.64,75675,0.77,74005,0.68,13955,0.77,865693,0.94
06/04/2022,2179868,0.68,904623,0.65,93431,0.76,92199,0.58,14409,0.83,957009,0.97
06/03/2022,3289449,0.58,1431042,0.67,174500,0.52,153744,0.52,24838,0.85,1002106,1.02
06/02/2022,3358685,0.6,1433303,0.67,170537,0.51,151492,0.51,24764,0.85,959324,0.98
06/01/2022,3388381,0.6,1465383,0.68,178742,0.54,159050,0.54,25586,0.87,943747,0.96
05/31/2022,3182743,0.55,1426470,0.63,184088,0.58,163018,0.57,23778,0.81,968335,1.01
05/30/2022,1697221,0.71,755616,0.78,80533,0.83,68206,0.66,10771,0.37,839398,0.98
05/29/2022,1757512,0.73,701173,0.73,84784,0.87,76982,0.74,14490,0.85,891666,1.05
05/28/2022,1874966,0.58,788135,0.56,91250,0.77,77192,0.51,12805,0.74,833464,0.87
05/27/2022,3036867,0.53,1353398,0.6,167840,0.53,135294,0.47,22894,0.78,975898,1.01
05/26/2022,3347608,0.58,1464696,0.64,176469,0.55,148011,0.52,24866,0.85,1001574,1.04
05/25/2022,3433392,0.6,1493506,0.66,178124,0.56,158814,0.55,25418,0.86,959442,1
05/24/2022,3385529,0.59,1488152,0.65,182570,0.57,163943,0.57,24560,0.84,942307,0.98
05/23/2022,3118111,0.54,1431781,0.63,170546,0.53,151349,0.53,22696,0.77,943933,0.98
05/22/2022,1762501,0.74,683500,0.71,78635,0.81,72063,0.69,13279,0.78,920057,1.08
05/21/2022,2326775,0.72,883795,0.63,94322,0.8,92552,0.61,14985,0.87,983575,1.03
